,room0,room1,type0,type1,changed
8133,d,d,door,wall,False
8134,d,d,wall,door,False
8135,d,d,door,wall,False
8136,d,d,wall,door,False
8137,d,c,door,door,True
8138,c,c,door,wall,False
8139,c,c,wall,wall,False
8140,c,c,wall,wall,False
8141,c,c,wall,table,False
8142,c,c,table,wall,False
8143,c,c,wall,wall,False
8144,c,c,wall,door,False
8145,c,c,door,table,False
8146,c,c,table,wall,False
8147,c,c,wall,wall,False
8148,c,c,wall,door,False
8149,c,c,door,wall,False
8150,c,c,wall,table,False
8151,c,c,table,wall,False
8152,c,c,wall,wall,False
8153,c,c,wall,wall,False
8154,c,c,wall,door,False
8155,c,c,door,table,False
8156,c,c,table,wall,False
8157,c,c,wall,door,False
8158,c,c,door,wall,False
8159,c,c,wall,wall,False
8160,c,c,wall,door,False
8161,c,c,door,wall,False
8162,c,c,wall,door,False
8163,c,c,door,wall,False
8164,c,c,wall,wall,False
8165,c,c,wall,wall,False
8166,c,c,wall,wall,False
8167,c,c,wall,wall,False
8168,c,c,wall,table,False
8169,c,c,table,door,False
8170,c,c,door,wall,False
8171,c,c,wall,wall,False
8172,c,c,wall,wall,False
8173,c,c,wall,door,False
8174,c,c,door,door,False
8175,c,c,door,wall,False
8176,c,c,wall,table,False
8177,c,c,table,wall,False
8178,c,c,wall,door,False
8179,c,c,door,wall,False
8180,c,c,wall,wall,False
8181,c,c,wall,door,False
8182,c,c,door,wall,False
8183,c,c,wall,wall,False
8184,c,c,wall,wall,False
8185,c,c,wall,wall,False
8186,c,c,wall,wall,False
8187,c,c,wall,door,False
8188,c,c,door,wall,False
8189,c,c,wall,wall,False
8190,c,c,wall,wall,False
8191,c,c,wall,door,False
8192,c,c,door,door,False
8193,c,d,door,door,True
8194,d,d,door,wall,False
8195,d,d,wall,wall,False
8196,d,d,wall,wall,False
8197,d,d,wall,wall,False
8198,d,d,wall,door,False
8199,d,c,door,door,True
8200,c,c,door,wall,False
8201,c,c,wall,wall,False
8202,c,c,wall,wall,False
8203,c,c,wall,wall,False
8204,c,c,wall,wall,False
8205,c,c,wall,table,False
8206,c,c,table,door,False
8207,c,c,door,wall,False
8208,c,c,wall,wall,False
8209,c,c,wall,wall,False
8210,c,c,wall,wall,False
8211,c,c,wall,door,False
8212,c,c,door,wall,False
8213,c,c,wall,wall,False
8214,c,c,wall,door,False
8215,c,c,door,wall,False
8216,c,c,wall,wall,False
8217,c,c,wall,door,False
8218,c,c,door,wall,False
8219,c,c,wall,door,False
8220,c,c,door,door,False
8221,c,c,door,wall,False
8222,c,c,wall,wall,False
8223,c,c,wall,door,False
8224,c,c,door,door,False
8225,c,c,door,wall,False
8226,c,c,wall,wall,False
8227,c,c,wall,wall,False
8228,c,c,wall,wall,False
8229,c,c,wall,door,False
8230,c,c,door,wall,False
8231,c,c,wall,wall,False
8232,c,c,wall,wall,False
8233,c,c,wall,wall,False
8234,c,c,wall,door,False
8235,c,c,door,wall,False
8236,c,c,wall,wall,False
8237,c,c,wall,wall,False
8238,c,c,wall,wall,False
8239,c,c,wall,wall,False
8240,c,c,wall,door,False
8241,c,c,door,table,False
8242,c,c,table,wall,False
8243,c,c,wall,door,False
8244,c,c,door,door,False
8245,c,a,door,door,True
8246,a,a,door,wall,False
8247,a,a,wall,wall,False
8248,a,a,wall,door,False
8249,a,a,door,wall,False
8250,a,a,wall,door,False
8251,a,a,door,wall,False
8252,a,a,wall,wall,False
8253,a,a,wall,wall,False
8254,a,a,wall,table,False
8255,a,a,table,door,False
8256,a,a,door,wall,False
8257,a,a,wall,table,False
8258,a,a,table,door,False
8259,a,a,door,wall,False
8260,a,a,wall,door,False
8261,a,a,door,wall,False
8262,a,a,wall,wall,False
8263,a,a,wall,wall,False
8264,a,a,wall,door,False
8265,a,a,door,table,False
8266,a,a,table,wall,False
8267,a,a,wall,wall,False
8268,a,a,wall,wall,False
8269,a,a,wall,door,False
8270,a,a,door,wall,False
8271,a,a,wall,door,False
8272,a,a,door,wall,False
8273,a,a,wall,table,False
8274,a,a,table,wall,False
8275,a,a,wall,table,False
8276,a,a,table,wall,False
8277,a,a,wall,wall,False
8278,a,a,wall,wall,False
8279,a,a,wall,wall,False
8280,a,a,wall,door,False
8281,a,a,door,wall,False
8282,a,a,wall,wall,False
8283,a,a,wall,wall,False
8284,a,a,wall,wall,False
8285,a,a,wall,wall,False
8286,a,a,wall,wall,False
8287,a,a,wall,wall,False
8288,a,a,wall,wall,False
8289,a,a,wall,wall,False
8290,a,a,wall,wall,False
8291,a,a,wall,wall,False
8292,a,a,wall,wall,False
8293,a,a,wall,table,False
8294,a,a,table,wall,False
8295,a,a,wall,table,False
8296,a,a,table,wall,False
8297,a,a,wall,wall,False
8298,a,a,wall,wall,False
8299,a,a,wall,wall,False
8300,a,a,wall,wall,False
8301,a,a,wall,wall,False
8302,a,a,wall,wall,False
8303,a,a,wall,wall,False
8304,a,a,wall,door,False
8305,a,a,door,door,False
8306,a,a,door,wall,False
8307,a,a,wall,wall,False
8308,a,a,wall,door,False
8309,a,b,door,door,True
8310,b,b,door,table,False
8311,b,b,table,wall,False
8312,b,b,wall,wall,False
8313,b,b,wall,wall,False
8314,b,b,wall,door,False
8315,b,d,door,door,True
8316,d,d,door,wall,False
8317,d,d,wall,wall,False
8318,d,d,wall,door,False
8319,d,d,door,wall,False
8320,d,d,wall,table,False
8321,d,d,table,wall,False
8322,d,d,wall,door,False
8323,d,d,door,table,False
8324,d,d,table,wall,False
8325,d,d,wall,wall,False
8326,d,d,wall,wall,False
8327,d,d,wall,wall,False
8328,d,d,wall,wall,False
8329,d,d,wall,door,False
8330,d,d,door,wall,False
8331,d,d,wall,wall,False
8332,d,d,wall,wall,False
8333,d,d,wall,wall,False
8334,d,d,wall,wall,False
8335,d,d,wall,wall,False
8336,d,d,wall,wall,False
8337,d,d,wall,wall,False
8338,d,d,wall,door,False
8339,d,d,door,door,False
8340,d,d,door,door,False
8341,d,d,door,wall,False
8342,d,d,wall,wall,False
8343,d,d,wall,door,False
8344,d,d,door,table,False
8345,d,d,table,wall,False
8346,d,d,wall,door,False
8347,d,d,door,wall,False
8348,d,d,wall,table,False
8349,d,d,table,door,False
8350,d,d,door,wall,False
8351,d,d,wall,table,False
8352,d,d,table,wall,False
8353,d,d,wall,wall,False
8354,d,d,wall,wall,False
8355,d,d,wall,table,False
8356,d,d,table,door,False
8357,d,b,door,door,True
8358,b,b,door,wall,False
8359,b,b,wall,wall,False
8360,b,b,wall,door,False
8361,b,d,door,door,True
8362,d,d,door,wall,False
8363,d,d,wall,wall,False
8364,d,d,wall,wall,False
8365,d,d,wall,wall,False
8366,d,d,wall,door,False
8367,d,d,door,door,False
8368,d,d,door,wall,False
8369,d,d,wall,wall,False
8370,d,d,wall,wall,False
8371,d,d,wall,door,False
8372,d,d,door,door,False
8373,d,d,door,wall,False
8374,d,d,wall,wall,False
8375,d,d,wall,wall,False
8376,d,d,wall,door,False
8377,d,d,door,wall,False
8378,d,d,wall,wall,False
8379,d,d,wall,door,False
8380,d,d,door,wall,False
8381,d,d,wall,wall,False
8382,d,d,wall,door,False
8383,d,d,door,wall,False
8384,d,d,wall,wall,False
8385,d,d,wall,door,False
8386,d,d,door,wall,False
8387,d,d,wall,wall,False
8388,d,d,wall,wall,False
8389,d,d,wall,table,False
8390,d,d,table,wall,False
8391,d,d,wall,wall,False
8392,d,d,wall,wall,False
8393,d,d,wall,table,False
8394,d,d,table,wall,False
8395,d,d,wall,wall,False
8396,d,d,wall,wall,False
8397,d,d,wall,wall,False
8398,d,d,wall,door,False
8399,d,d,door,wall,False
8400,d,d,wall,wall,False
8401,d,d,wall,wall,False
8402,d,d,wall,wall,False
8403,d,d,wall,door,False
8404,d,d,door,table,False
8405,d,d,table,wall,False
8406,d,d,wall,table,False
8407,d,d,table,wall,False
8408,d,d,wall,table,False
8409,d,d,table,door,False
8410,d,d,door,wall,False
8411,d,d,wall,door,False
8412,d,d,door,wall,False
8413,d,d,wall,wall,False
8414,d,d,wall,wall,False
8415,d,d,wall,door,False
8416,d,d,door,door,False
8417,d,d,door,wall,False
8418,d,d,wall,wall,False
8419,d,d,wall,wall,False
8420,d,d,wall,wall,False
8421,d,d,wall,wall,False
8422,d,d,wall,door,False
8423,d,d,door,wall,False
8424,d,d,wall,wall,False
8425,d,d,wall,wall,False
8426,d,d,wall,wall,False
8427,d,d,wall,wall,False
8428,d,d,wall,door,False
8429,d,d,door,door,False
8430,d,d,door,wall,False
8431,d,d,wall,wall,False
8432,d,d,wall,door,False
8433,d,d,door,door,False
8434,d,d,door,door,False
8435,d,d,door,wall,False
8436,d,d,wall,table,False
8437,d,d,table,wall,False
8438,d,d,wall,table,False
8439,d,d,table,wall,False
8440,d,d,wall,wall,False
8441,d,d,wall,wall,False
8442,d,d,wall,wall,False
8443,d,d,wall,wall,False
8444,d,d,wall,wall,False
8445,d,d,wall,door,False
8446,d,b,door,door,True
8447,b,b,door,wall,False
8448,b,b,wall,wall,False
8449,b,b,wall,wall,False
8450,b,b,wall,door,False
8451,b,b,door,door,False
8452,b,b,door,wall,False
8453,b,b,wall,table,False
8454,b,b,table,wall,False
8455,b,b,wall,wall,False
8456,b,b,wall,wall,False
8457,b,b,wall,table,False
8458,b,b,table,wall,False
8459,b,b,wall,door,False
8460,b,b,door,wall,False
8461,b,b,wall,wall,False
8462,b,b,wall,wall,False
8463,b,b,wall,door,False
8464,b,b,door,wall,False
8465,b,b,wall,door,False
8466,b,b,door,wall,False
8467,b,b,wall,table,False
8468,b,b,table,door,False
8469,b,b,door,wall,False
8470,b,b,wall,door,False
8471,b,b,door,wall,False
8472,b,b,wall,door,False
8473,b,b,door,wall,False
8474,b,b,wall,wall,False
8475,b,b,wall,door,False
8476,b,b,door,wall,False
8477,b,b,wall,wall,False
8478,b,b,wall,door,False
8479,b,b,door,wall,False
8480,b,b,wall,door,False
8481,b,b,door,wall,False
8482,b,b,wall,door,False
8483,b,b,door,wall,False
8484,b,b,wall,wall,False
8485,b,b,wall,door,False
8486,b,b,door,wall,False
8487,b,b,wall,door,False
8488,b,b,door,wall,False
8489,b,b,wall,door,False
8490,b,b,door,wall,False
8491,b,b,wall,wall,False
8492,b,b,wall,door,False
8493,b,b,door,wall,False
8494,b,b,wall,wall,False
8495,b,b,wall,wall,False
8496,b,b,wall,wall,False
8497,b,b,wall,wall,False
8498,b,b,wall,wall,False
8499,b,b,wall,wall,False
8500,b,b,wall,door,False
8501,b,b,door,wall,False
8502,b,b,wall,wall,False
8503,b,b,wall,wall,False
8504,b,b,wall,door,False
8505,b,b,door,wall,False
8506,b,b,wall,wall,False
8507,b,b,wall,wall,False
8508,b,b,wall,door,False
8509,b,b,door,wall,False
8510,b,b,wall,wall,False
8511,b,b,wall,door,False
8512,b,b,door,table,False
8513,b,b,table,door,False
8514,b,b,door,wall,False
8515,b,b,wall,wall,False
8516,b,b,wall,door,False
8517,b,b,door,wall,False
8518,b,b,wall,wall,False
8519,b,b,wall,door,False
8520,b,b,door,wall,False
8521,b,b,wall,door,False
8522,b,b,door,wall,False
8523,b,b,wall,wall,False
8524,b,b,wall,wall,False
8525,b,b,wall,wall,False
8526,b,b,wall,wall,False
8527,b,b,wall,wall,False
8528,b,b,wall,wall,False
8529,b,b,wall,door,False
8530,b,b,door,wall,False
8531,b,b,wall,wall,False
8532,b,b,wall,wall,False
8533,b,b,wall,wall,False
8534,b,b,wall,door,False
8535,b,b,door,wall,False
8536,b,b,wall,door,False
8537,b,b,door,wall,False
8538,b,b,wall,wall,False
8539,b,b,wall,wall,False
8540,b,b,wall,wall,False
8541,b,b,wall,door,False
8542,b,b,door,wall,False
8543,b,b,wall,wall,False
8544,b,b,wall,door,False
8545,b,b,door,wall,False
8546,b,b,wall,wall,False
8547,b,b,wall,table,False
8548,b,b,table,door,False
8549,b,b,door,door,False
8550,b,b,door,wall,False
8551,b,b,wall,table,False
8552,b,b,table,wall,False
8553,b,b,wall,wall,False
8554,b,b,wall,door,False
8555,b,d,door,door,True
8556,d,d,door,table,False
8557,d,d,table,wall,False
8558,d,d,wall,wall,False
8559,d,d,wall,door,False
8560,d,d,door,wall,False
8561,d,d,wall,wall,False
8562,d,d,wall,table,False
8563,d,d,table,door,False
8564,d,d,door,wall,False
8565,d,d,wall,wall,False
8566,d,d,wall,door,False
8567,d,d,door,table,False
8568,d,d,table,wall,False
8569,d,d,wall,wall,False
8570,d,d,wall,table,False
8571,d,d,table,wall,False
8572,d,d,wall,door,False
8573,d,d,door,wall,False
8574,d,d,wall,wall,False
8575,d,d,wall,wall,False
8576,d,d,wall,wall,False
8577,d,d,wall,wall,False
8578,d,d,wall,wall,False
8579,d,d,wall,table,False
8580,d,d,table,wall,False
8581,d,d,wall,door,False
8582,d,d,door,wall,False
8583,d,d,wall,door,False
8584,d,d,door,table,False
8585,d,d,table,wall,False
8586,d,d,wall,door,False
8587,d,d,door,wall,False
8588,d,d,wall,wall,False
8589,d,d,wall,wall,False
8590,d,d,wall,door,False
8591,d,d,door,wall,False
8592,d,d,wall,wall,False
8593,d,d,wall,wall,False
8594,d,d,wall,wall,False
8595,d,d,wall,door,False
8596,d,b,door,door,True
8597,b,b,door,wall,False
8598,b,b,wall,door,False
8599,b,b,door,table,False
8600,b,b,table,wall,False
8601,b,b,wall,wall,False
8602,b,b,wall,wall,False
8603,b,b,wall,wall,False
8604,b,b,wall,table,False
8605,b,b,table,wall,False
8606,b,b,wall,wall,False
8607,b,b,wall,table,False
8608,b,b,table,wall,False
8609,b,b,wall,wall,False
8610,b,b,wall,door,False
8611,b,b,door,door,False
8612,b,b,door,wall,False
8613,b,b,wall,door,False
8614,b,b,door,wall,False
8615,b,b,wall,door,False
8616,b,b,door,wall,False
8617,b,b,wall,door,False
8618,b,b,door,wall,False
8619,b,b,wall,table,False
8620,b,b,table,door,False
8621,b,b,door,table,False
8622,b,b,table,wall,False
8623,b,b,wall,wall,False
8624,b,b,wall,wall,False
8625,b,b,wall,wall,False
8626,b,b,wall,door,False
8627,b,b,door,wall,False
8628,b,b,wall,door,False
8629,b,b,door,wall,False
8630,b,b,wall,wall,False
8631,b,b,wall,table,False
8632,b,b,table,wall,False
8633,b,b,wall,wall,False
8634,b,b,wall,table,False
8635,b,b,table,wall,False
8636,b,b,wall,wall,False
8637,b,b,wall,wall,False
8638,b,b,wall,wall,False
8639,b,b,wall,table,False
8640,b,b,table,wall,False
8641,b,b,wall,door,False
8642,b,b,door,table,False
8643,b,b,table,wall,False
8644,b,b,wall,wall,False
8645,b,b,wall,wall,False
8646,b,b,wall,wall,False
8647,b,b,wall,wall,False
8648,b,b,wall,wall,False
8649,b,b,wall,wall,False
8650,b,b,wall,wall,False
8651,b,b,wall,door,False
8652,b,b,door,door,False
8653,b,a,door,door,True
8654,a,a,door,wall,False
8655,a,a,wall,wall,False
8656,a,a,wall,table,False
8657,a,a,table,door,False
8658,a,a,door,wall,False
8659,a,a,wall,wall,False
8660,a,a,wall,door,False
8661,a,a,door,wall,False
8662,a,a,wall,wall,False
8663,a,a,wall,wall,False
8664,a,a,wall,wall,False
8665,a,a,wall,wall,False
8666,a,a,wall,wall,False
8667,a,a,wall,wall,False
8668,a,a,wall,door,False
8669,a,a,door,wall,False
8670,a,a,wall,wall,False
8671,a,a,wall,wall,False
8672,a,a,wall,table,False
8673,a,a,table,wall,False
8674,a,a,wall,door,False
8675,a,a,door,wall,False
8676,a,a,wall,wall,False
8677,a,a,wall,table,False
8678,a,a,table,wall,False
8679,a,a,wall,wall,False
8680,a,a,wall,wall,False
8681,a,a,wall,table,False
8682,a,a,table,wall,False
8683,a,a,wall,wall,False
8684,a,a,wall,wall,False
8685,a,a,wall,wall,False
8686,a,a,wall,table,False
8687,a,a,table,wall,False
8688,a,a,wall,wall,False
8689,a,a,wall,wall,False
8690,a,a,wall,door,False
8691,a,b,door,door,True
8692,b,b,door,wall,False
8693,b,b,wall,wall,False
8694,b,b,wall,wall,False
8695,b,b,wall,wall,False
8696,b,b,wall,wall,False
8697,b,b,wall,wall,False
8698,b,b,wall,wall,False
8699,b,b,wall,wall,False
8700,b,b,wall,door,False
8701,b,b,door,wall,False
8702,b,b,wall,table,False
8703,b,b,table,wall,False
8704,b,b,wall,wall,False
8705,b,b,wall,wall,False
8706,b,b,wall,wall,False
8707,b,b,wall,wall,False
8708,b,b,wall,wall,False
8709,b,b,wall,door,False
8710,b,b,door,table,False
8711,b,b,table,wall,False
8712,b,b,wall,wall,False
8713,b,b,wall,wall,False
8714,b,b,wall,wall,False
8715,b,b,wall,door,False
8716,b,b,door,wall,False
8717,b,b,wall,door,False
8718,b,b,door,wall,False
8719,b,b,wall,wall,False
8720,b,b,wall,door,False
8721,b,d,door,door,True
8722,d,d,door,wall,False
8723,d,d,wall,wall,False
8724,d,d,wall,wall,False
8725,d,d,wall,wall,False
8726,d,d,wall,table,False
8727,d,d,table,wall,False
8728,d,d,wall,wall,False
8729,d,d,wall,table,False
8730,d,d,table,door,False
8731,d,d,door,wall,False
8732,d,d,wall,door,False
8733,d,d,door,wall,False
8734,d,d,wall,wall,False
8735,d,d,wall,wall,False
8736,d,d,wall,wall,False
8737,d,d,wall,wall,False
8738,d,d,wall,wall,False
8739,d,d,wall,door,False
8740,d,d,door,table,False
8741,d,d,table,wall,False
8742,d,d,wall,wall,False
8743,d,d,wall,wall,False
8744,d,d,wall,door,False
8745,d,d,door,wall,False
8746,d,d,wall,door,False
8747,d,d,door,door,False
8748,d,d,door,wall,False
8749,d,d,wall,wall,False
8750,d,d,wall,wall,False
8751,d,d,wall,wall,False
8752,d,d,wall,table,False
8753,d,d,table,wall,False
8754,d,d,wall,table,False
8755,d,d,table,wall,False
8756,d,d,wall,door,False
8757,d,d,door,table,False
8758,d,d,table,wall,False
8759,d,d,wall,door,False
8760,d,d,door,wall,False
8761,d,d,wall,wall,False
8762,d,d,wall,wall,False
8763,d,d,wall,table,False
8764,d,d,table,wall,False
8765,d,d,wall,wall,False
8766,d,d,wall,door,False
8767,d,d,door,wall,False
8768,d,d,wall,wall,False
8769,d,d,wall,wall,False
8770,d,d,wall,wall,False
8771,d,d,wall,table,False
8772,d,d,table,wall,False
8773,d,d,wall,wall,False
8774,d,d,wall,door,False
8775,d,d,door,wall,False
8776,d,d,wall,door,False
8777,d,d,door,wall,False
8778,d,d,wall,table,False
8779,d,d,table,wall,False
8780,d,d,wall,table,False
8781,d,d,table,door,False
8782,d,d,door,wall,False
8783,d,d,wall,table,False
8784,d,d,table,wall,False
8785,d,d,wall,wall,False
8786,d,d,wall,wall,False
8787,d,d,wall,wall,False
8788,d,d,wall,wall,False
8789,d,d,wall,wall,False
8790,d,d,wall,wall,False
8791,d,d,wall,wall,False
8792,d,d,wall,door,False
8793,d,d,door,wall,False
8794,d,d,wall,table,False
8795,d,d,table,wall,False
8796,d,d,wall,wall,False
8797,d,d,wall,door,False
8798,d,d,door,wall,False
8799,d,d,wall,door,False
8800,d,d,door,wall,False
8801,d,d,wall,wall,False
8802,d,d,wall,wall,False
8803,d,d,wall,wall,False
8804,d,d,wall,door,False
8805,d,d,door,wall,False
8806,d,d,wall,table,False
8807,d,d,table,wall,False
8808,d,d,wall,wall,False
8809,d,d,wall,wall,False
8810,d,d,wall,door,False
8811,d,d,door,table,False
8812,d,d,table,wall,False
8813,d,d,wall,wall,False
8814,d,d,wall,table,False
8815,d,d,table,wall,False
8816,d,d,wall,wall,False
8817,d,d,wall,table,False
8818,d,d,table,wall,False
8819,d,d,wall,door,False
8820,d,d,door,table,False
8821,d,d,table,wall,False
8822,d,d,wall,wall,False
8823,d,d,wall,door,False
8824,d,b,door,door,True
8825,b,b,door,wall,False
8826,b,b,wall,door,False
8827,b,b,door,table,False
8828,b,b,table,wall,False
8829,b,b,wall,wall,False
8830,b,b,wall,wall,False
8831,b,b,wall,door,False
8832,b,b,door,door,False
8833,b,a,door,door,True
8834,a,a,door,table,False
8835,a,a,table,wall,False
8836,a,a,wall,table,False
8837,a,a,table,wall,False
8838,a,a,wall,wall,False
8839,a,a,wall,wall,False
8840,a,a,wall,wall,False
8841,a,a,wall,door,False
8842,a,b,door,door,True
8843,b,b,door,wall,False
8844,b,b,wall,wall,False
8845,b,b,wall,wall,False
8846,b,b,wall,door,False
8847,b,b,door,wall,False
8848,b,b,wall,wall,False
8849,b,b,wall,door,False
8850,b,a,door,door,True
8851,a,a,door,wall,False
8852,a,a,wall,wall,False
8853,a,a,wall,wall,False
8854,a,a,wall,wall,False
8855,a,a,wall,wall,False
8856,a,a,wall,wall,False
8857,a,a,wall,wall,False
8858,a,a,wall,wall,False
8859,a,a,wall,door,False
8860,a,a,door,wall,False
8861,a,a,wall,wall,False
8862,a,a,wall,door,False
8863,a,a,door,table,False
8864,a,a,table,door,False
8865,a,a,door,table,False
8866,a,a,table,wall,False
8867,a,a,wall,wall,False
8868,a,a,wall,wall,False
8869,a,a,wall,wall,False
8870,a,a,wall,wall,False
8871,a,a,wall,wall,False
8872,a,a,wall,wall,False
8873,a,a,wall,door,False
8874,a,a,door,wall,False
8875,a,a,wall,door,False
8876,a,a,door,wall,False
8877,a,a,wall,wall,False
8878,a,a,wall,wall,False
8879,a,a,wall,wall,False
8880,a,a,wall,wall,False
8881,a,a,wall,wall,False
8882,a,a,wall,wall,False
8883,a,a,wall,door,False
8884,a,b,door,door,True
8885,b,b,door,table,False
8886,b,b,table,door,False
8887,b,b,door,wall,False
8888,b,b,wall,table,False
8889,b,b,table,door,False
8890,b,b,door,wall,False
8891,b,b,wall,table,False
8892,b,b,table,wall,False
8893,b,b,wall,wall,False
8894,b,b,wall,table,False
8895,b,b,table,door,False
8896,b,b,door,wall,False
8897,b,b,wall,wall,False
8898,b,b,wall,table,False
8899,b,b,table,wall,False
8900,b,b,wall,wall,False
8901,b,b,wall,wall,False
8902,b,b,wall,wall,False
8903,b,b,wall,wall,False
8904,b,b,wall,wall,False
8905,b,b,wall,wall,False
8906,b,b,wall,door,False
8907,b,b,door,wall,False
8908,b,b,wall,door,False
8909,b,b,door,wall,False
8910,b,b,wall,door,False
8911,b,b,door,wall,False
8912,b,b,wall,door,False
8913,b,b,door,wall,False
8914,b,b,wall,door,False
8915,b,b,door,wall,False
8916,b,b,wall,wall,False
8917,b,b,wall,wall,False
8918,b,b,wall,wall,False
8919,b,b,wall,wall,False
8920,b,b,wall,wall,False
8921,b,b,wall,wall,False
8922,b,b,wall,door,False
8923,b,b,door,door,False
8924,b,b,door,table,False
8925,b,b,table,wall,False
8926,b,b,wall,door,False
8927,b,a,door,door,True
8928,a,a,door,door,False
8929,a,a,door,wall,False
8930,a,a,wall,wall,False
8931,a,a,wall,wall,False
8932,a,a,wall,door,False
8933,a,a,door,wall,False
8934,a,a,wall,table,False
8935,a,a,table,door,False
8936,a,a,door,wall,False
8937,a,a,wall,wall,False
8938,a,a,wall,wall,False
8939,a,a,wall,wall,False
8940,a,a,wall,wall,False
8941,a,a,wall,wall,False
8942,a,a,wall,wall,False
8943,a,a,wall,wall,False
8944,a,a,wall,door,False
8945,a,a,door,wall,False
8946,a,a,wall,wall,False
8947,a,a,wall,door,False
8948,a,a,door,wall,False
8949,a,a,wall,wall,False
8950,a,a,wall,wall,False
8951,a,a,wall,wall,False
8952,a,a,wall,wall,False
8953,a,a,wall,table,False
8954,a,a,table,wall,False
8955,a,a,wall,wall,False
8956,a,a,wall,wall,False
8957,a,a,wall,door,False
8958,a,a,door,wall,False
8959,a,a,wall,wall,False
8960,a,a,wall,door,False
8961,a,a,door,wall,False
8962,a,a,wall,wall,False
8963,a,a,wall,wall,False
8964,a,a,wall,wall,False
8965,a,a,wall,table,False
8966,a,a,table,door,False
8967,a,a,door,table,False
8968,a,a,table,door,False
8969,a,a,door,wall,False
8970,a,a,wall,wall,False
8971,a,a,wall,door,False
8972,a,a,door,wall,False
8973,a,a,wall,wall,False
8974,a,a,wall,wall,False
8975,a,a,wall,door,False
8976,a,a,door,wall,False
8977,a,a,wall,door,False
8978,a,a,door,wall,False
8979,a,a,wall,wall,False
8980,a,a,wall,wall,False
8981,a,a,wall,wall,False
8982,a,a,wall,door,False
8983,a,a,door,wall,False
8984,a,a,wall,table,False
8985,a,a,table,wall,False
8986,a,a,wall,wall,False
8987,a,a,wall,wall,False
8988,a,a,wall,table,False
8989,a,a,table,wall,False
8990,a,a,wall,wall,False
8991,a,a,wall,wall,False
8992,a,a,wall,door,False
8993,a,c,door,door,True
8994,c,a,door,door,True
8995,a,a,door,wall,False
8996,a,a,wall,door,False
8997,a,a,door,wall,False
8998,a,a,wall,wall,False
8999,a,a,wall,door,False
9000,a,a,door,wall,False
9001,a,a,wall,wall,False
9002,a,a,wall,wall,False
9003,a,a,wall,door,False
9004,a,a,door,wall,False
9005,a,a,wall,wall,False
9006,a,a,wall,wall,False
9007,a,a,wall,table,False
9008,a,a,table,door,False
9009,a,a,door,wall,False
9010,a,a,wall,wall,False
9011,a,a,wall,wall,False
9012,a,a,wall,wall,False
9013,a,a,wall,wall,False
9014,a,a,wall,table,False
9015,a,a,table,door,False
9016,a,a,door,wall,False
9017,a,a,wall,door,False
9018,a,a,door,wall,False
9019,a,a,wall,table,False
9020,a,a,table,wall,False
9021,a,a,wall,wall,False
9022,a,a,wall,door,False
9023,a,a,door,wall,False
9024,a,a,wall,wall,False
9025,a,a,wall,wall,False
9026,a,a,wall,door,False
9027,a,a,door,wall,False
9028,a,a,wall,wall,False
9029,a,a,wall,door,False
9030,a,a,door,wall,False
9031,a,a,wall,door,False
9032,a,a,door,wall,False
9033,a,a,wall,table,False
9034,a,a,table,wall,False
9035,a,a,wall,table,False
9036,a,a,table,wall,False
9037,a,a,wall,table,False
9038,a,a,table,wall,False
9039,a,a,wall,door,False
9040,a,a,door,wall,False
9041,a,a,wall,wall,False
9042,a,a,wall,wall,False
9043,a,a,wall,wall,False
9044,a,a,wall,wall,False
9045,a,a,wall,wall,False
9046,a,a,wall,door,False
9047,a,a,door,wall,False
9048,a,a,wall,door,False
9049,a,a,door,table,False
9050,a,a,table,wall,False
9051,a,a,wall,wall,False
9052,a,a,wall,door,False
9053,a,c,door,door,True
9054,c,a,door,door,True
9055,a,a,door,wall,False
9056,a,a,wall,wall,False
9057,a,a,wall,table,False
9058,a,a,table,door,False
9059,a,a,door,wall,False
9060,a,a,wall,door,False
9061,a,a,door,wall,False
9062,a,a,wall,wall,False
9063,a,a,wall,wall,False
9064,a,a,wall,wall,False
9065,a,a,wall,wall,False
9066,a,a,wall,wall,False
9067,a,a,wall,wall,False
9068,a,a,wall,wall,False
9069,a,a,wall,wall,False
9070,a,a,wall,wall,False
9071,a,a,wall,wall,False
9072,a,a,wall,door,False
9073,a,a,door,wall,False
9074,a,a,wall,door,False
9075,a,a,door,wall,False
9076,a,a,wall,wall,False
9077,a,a,wall,wall,False
9078,a,a,wall,door,False
9079,a,a,door,wall,False
9080,a,a,wall,wall,False
9081,a,a,wall,wall,False
9082,a,a,wall,wall,False
9083,a,a,wall,table,False
9084,a,a,table,wall,False
9085,a,a,wall,door,False
9086,a,a,door,door,False
9087,a,a,door,table,False
9088,a,a,table,door,False
9089,a,a,door,wall,False
9090,a,a,wall,wall,False
9091,a,a,wall,door,False
9092,a,a,door,wall,False
9093,a,a,wall,wall,False
9094,a,a,wall,wall,False
9095,a,a,wall,wall,False
9096,a,a,wall,wall,False
9097,a,a,wall,wall,False
9098,a,a,wall,wall,False
9099,a,a,wall,door,False
9100,a,a,door,door,False
9101,a,c,door,door,True
9102,c,a,door,door,True
9103,a,a,door,wall,False
9104,a,a,wall,door,False
9105,a,a,door,wall,False
9106,a,a,wall,wall,False
9107,a,a,wall,wall,False
9108,a,a,wall,wall,False
9109,a,a,wall,wall,False
9110,a,a,wall,wall,False
